Data,Sentiment
আগের মতো মজা লাগেনাই তার পরও চলে,0
নামাজ পড়ার দৃশযটা অনেক ভালো লাগলো,1
অসাধারন গলপ সবাই দেখবেন,1
মোশারফের এই অভিনয়ছিভাবতেই লজজা,0
নাটকের গোয়ামারা সারা  দুদু আর সোনায় ভরপুর এক এক যাতরা,0
অসাধারণ  কাহিনিগানসব মিলিয়ে অতুলনীয়,1
ছেলে আর মেয়ে বেসট ফরেনড হয় না হয় বদমাশি,0
গলপ অনেক সুনদর ভালোই হয়েছে,1
অনেক দিন পর ভালো একটা নাটক দেখলাম,1
ছযাচরা ডায়লগ টা কমন,0
সতযি অসাধারন একটা নাটক সতযটাকে তুলে দরা হয়ছে,1
এগুলো কি নাটক না   ফালতু পরিচালক,0
কাজল আরিফিন ওমিআপনার কাজে আমরামুগধভালোবাসা অভিরাম,1
ভুয়ায়ায়ায়ায়ায়ায়ায়ায়ায়ায়া,0
জঘনয  ঘুরানো দেখে মাথা ঘুরে,0
এই পরথম কাজল আরেফিন এর নাটকের শেষ টা অসাধারণ হইছে,1
এই সব নাটক ই ছেলে মেয়েদের অধপতন এর কারন,0
লাসটের দিক টা অসাধারণ ইমোশনাল,1
ভাইয়ের লুকেই তো অবসথা খারাপ,0
শাওন ভাইয়ের মত একজন অভিনেতা তার ছিরাডির সাথে অভিনয় যায় না,0
সেই রকম বাজে নাটক নাটকের মান লাগে না টাকা হলে সব করতে পারে,0
ফিনিশিং টা আগের মতই তাই শেষটা ভালো লাগল না,0
এক কথায় অসাধারণ নিশো  তানজিন তিশা জুটি মানেই অসাধারণ,1
নাটক টি আমার কাছে ভালো লাগে,1
চেনা গলপের অসাধারণ উপসথাপন,1
নাটকে এতো ঐশবিলতামোটেও ভালো না,0
এই নাটকের পরিচালক কে কুততা দিয়ে চোদায়বার দরকার,0
এক কথায় অসাধারণ হয়েছে বাসতব  জীবনের সাথে মিলে যায়,1
আবাল মারকা বালের নাটক করছে,0
অসাধারণ নিশো বস আর অমি ভাইকেও,1
বেশ  ভালো  কনসেপট সবাই অনেক ভালো অভিনয় করেছে সবাইইইই ,1
নাটকের নাম হওয়ার চিলো বাপ বেটা হানিমুনে,0
অসথির নাটক বাবা লাইক  দেন যারা শামিমকে ভালোবাসেন,0
বালের মোশারফ এর নাটক কে দেখে,0
সবার মত আমাকেউ বলতে হচছেনাটক টার কোনো তুলনা নেই,1
আরও একবার  হয়ে গেলাম বাংলা নাটকের  সাথে  তো আছেই,1
আমার দেখা সেরা নাটক খুবই ভালো লেগেছে দুই পাটয়,1
বাংলা নাটকে সব থেকে অশলিল কাপড় পড়ে তানজিন টিশারট,0
অসাধারন একটা নাটকসতযি বাসতব জীবনে এমনি ঘটে,1
আমার দেখা সবচেয়ে বাজে নাটক এমবি ফেরত দে শালার পুত,0
অহংকার দেখিয়ে কাওকেই অবহেলা করা ঠিক না,0
মিথিলা অনেক ভালো কাজ করছে এটাই বাসতবতা,1
নাটকটি অনেক অনেক সুনদর লাগল  দনযবাদ পরিচালক মামমা,1
ফালতু নাটক ভালো লাগলো না,0
ভেবেছিলাম মজা হবে কিনতু এখন ফালতু,0
ইভানার নাটক আমার কাছে খুব ভালো লাগে,1
নামায আর টুপির বিষয়টা খুব ভাল লাগছে,1
এই চার পাঁঠার আর কোন কাজ নেই  এই নাটকে শুধু চামচামি করে,0
খুব ভাল লাগলো নাটকটা রিদয় ছুয়ে গেছে,1
ফালতু একটা নাটক এত বাজে নাটক আমি খুব কম দেখছি,0
শাহনাজ খুশির কথা শুনতে খুব ভাল লাগল,1
আমার সাউয়ার নাটক বানাইছে  এইডা কোনো নাটক হলো,0
ভাল ছিল সুনদর একটা বাসতবতার উদাহরণ,1
সময় নষট  ছাড়া আর কিছুই না,0
অসাধারণ একটা অতৃপতি থেকে গেল শেষ হয়েও হইলোনা শেষ,1
আমার দেখা সেরা নাটক  অনেক ভালো লাগলো,1
আমার বালের নাটক বানাইছেএইডা কোন নাটক হইলো,0
বাংলা নাটযঅঙগন টাকে গুয়া না মেরে এরা শানতি পাবে না,0
জীবন সারথক মনে হয় আজ নাটকা দেখার পর,1
এই বছরের সবথেকে বাজে নাটক৷ এইটা,0
সুপার হইছে৷৷৷৷৷  বস৷৷৷৷৷,1
কুকুরটার জনয নাটকটা ভালো হয় নাই,0
ংঅনেক সুনদর হয়েছে নাটকটি,1
শামিম ভাইয়ের নাটক তো ভালো হববেই,1
নিবেদনের নামে এসব কি  ছি ছি ছি,0
সালা কোন বুকাচুদা যে    করছে কে জানে   এতো বেশি যাতা অবসথা,0
পরথম দিকে ভালোই হইলো   ভালো হয় নাই,0
জনমের ফালতু নাটকআবালচোদা ডিরেকটর,0
এই রকম ফালতু নাটক বাংলাদেশে আর হইছে কিনা সনদেহ,0
কযামেরা এত গুরে কেনকি যুগ আসলো রে ভাই,0
নামাজকে পরমোট করা ভালো লাগলো,1
মেহেজাবিন এর বোনটা অনেক কিউট,1
বাংলা ছবির মত কমন দুঃখ ভরা কাহিনী,0
নাটক দেখার পাশাপাশি কমেনট পরতে ভালো লাগে,1
কি নাটক দেখলাম মাইরি পুরাই কাও হয়ে গেলাম,0
খুব ভালো লাগলো নাটক টা,1
আর কয়টা চরিতর থাকলে অনেক ভালো লাগতো,1
ভাই   এর সেরা নাটক  শিশু ভাই আর মেহজাবিন আপু আসাধারন,1
আফরান নিশোর চুলের সটাইল ভালো হয় নাই,0
মিলে চে অনেক কিচুয় আড় ভলার মযতকিচুই নাই অসাধাড়ন,1
এটাও অনেক সুনদর হয়েছেআমার পরিয় অপূরব,1
কি জে বলি এত সুনদর লাগে অপুরব ভাই এর নাটক,1
বলতে গেলে বাংলা নাটক অনেক সুনদর  এক কথা বললে নিশু ভাই অসাধারণ ,1
বালের নাটক সময় নষট করলাম,0
নাটকের ভাষা গুলো ভালো লাগলো না,0
বালেরনাটকটাকাফিরতদেহালা,0
নিশো বস বলে কথা অসাধারণ অভিনেতা,1
মোটামুটি পরেমের বিয়ে না পছনদ করে বিয়ে,1
এইসব অভিনয়ের জনয নিশো তিশা পারফেকট,1
অসাধারন নাটকআপনি পারেন ও মিজানুর ভাই,1
গলপের কাহিনীটা আহামরি অতো ভালো লাগে নি,0
একটু বেসিই বারাবারি হয়ে গেছে,0
এগুলা কি নাটক এতো হাশি আশে কেন,0
এই নাটক বানানোর চেয়ে না বানানোই ভালো,0
বদমাশি করে নাটক বানায়সমাজ নষট করতে এইসব নাটক বানিয়ে থাকে,0
অনেক সুনদর যেন বাসতব জীবন,1
ইচড়ে পাকা না হয়ে কি ভুল করে ফেললাম,0
এ ধরনের নাটক একঘেয়েমি হয়ে গেছে আর ভালো লাগেনা,0
অসাধারন নাটক চোখে পানি আসল আমার জয়েন পেমিলী,1
আমার দেখা সেরা নাটকতবে অনেক দিন আগে দেখেছি অনেক বার দেখেছি,1
ঝাল খোর পান খোরের সবাদ পাইলাম নাহ,0
অনেক ধনযবাদ  ভাই  নাটকটা অনেক ভালো  লাগলো,1
কিছুই বলব নাশুধু বলব ভাল হইছে,1
অনেক ভালো হয়ছে এ নাটক তৌরী করার সাথে জরিতো সবাইকে অনেক ধনযবাদ,1
চমৎকার গলপ খুব ভালো লাগলো,1
অপূব ভাই য়ের সব নাটক অসাধারন অনেক সুনদর হয়,1
ফালতু রকমের নাটক সময়টাই নষট,0
সতযিই অসাধারণ একটা নাটক,1
সতযি অনেক সুনদর একটা নাটক,1
ভাই আপনার আর আপুর নাটক গুলা অনেক সুনদর ভাই আপনি এ সেরা,1
এবার মেরিল পরথম আলো পুরসকার এটাই পাবে,1
অনেক দিন পর বসের নতুন নাটক দেখা শুরু করলাম,1
ভাল লাগছে অপূরব ভাই আপনি দারুণ অভিনয় করেন,1
 কেজি গাজা খাওয়ার পরেই এইরকম নাটকের আইডিয়া আসতে পারে,0
চরম একটা নাটক যারা আমার মতো  এর  তারা  ও  করে জানাও,1
লাইফে মনে হয় এই পরথম কোনো বাজে নাটক দেখলাম,0
গলপটা ভাল লাগল না পরিচালক কে বলবো বলদামি ছারেন,0
ভালোবাসার দুইটি মানুষ  একসাথে থাকলে নাটক এমনিতেই    হয়,1
নডির পুলারা নাটকের মাঝে বিঙযাপন মারে,0
অনেক সুনদর লাগে আমার বাংলাদেশের নাটক দেখতে,1
ডেট ওভার গানজা খাইয়া নাটক লিখলে নাটক  এমন হয়,0
ভাই এত সুনদর সুনদর নাটুক উপহার দেওয়ার জনয,1
জাসট অসাধারণ একটা গলপ বস পুরাই কাবির সিং,1
খুব সুনদর একটা নাটক উপহার দেওয়ার জনয অনেক অনেক ধনযবাদ,1
বস কিছু বলার নাই দুয়া করি সব সময় ভালো কিছু করো,1
অবুঝ দিনের নাটকটা অনেক অনেক সুনদর,1
অনেক দিন পর ভালো একটি নাটক দেখলাম,1
ফালতু একটা নাটকফযামিলি নিয়ে দেখার মতো না,0
সব ভালোবাসায় এমন কেনো বাধা আসে,1
নাটকের মানের বড় অভাব আজেবাজে কাহিনী,0
গাঁজা খুরী নাটকএসব থেকে জাতী পরজনম কি শিখার আছে,0
অসাধারণ  তবে বাসতবে সমভব  না এইরকম সমপরক,1
দেশদরোহী পরিয়া সাহার কে আমরা মন থেকে ঘৃণা করি,0
মিনিট সেটনটা সেই খারাপলাগছে,0
শিহাব শাহীন এর নাটক দেখার মতো,1
এই ধরনের নাটক বাংলা নাটককে ধংসের জনয যথেষট,0
অসথির ভাই নাটকটা অনেক অনেক ধনযবাদ পরিচালক কে,1
অপূরবর নাটক সবসময়ই ভালো লাগে,1
খুবই সুনদর একটা নাটক এক কথায় অসাধারণ,1
সেই রকম বাল খোরএটা কোন নাটক হলো,0
কারণ খুজলে হাজার টা বারন কারন না খুজে বালোবাসাতে নেই বারোন,1
বালের নাটকটাইম টাই মাটি হইলো,0
অনেক দিন পর এটা ভালো নাটক দেখলাম,1
আরিয়ান ভাই অলওয়েজ বেসট,1
কাজল ভাইয়ের নাটক মানি বাংলাদেশর সেরা নাটক,1
অাগের গুলার মত হয় নাইগলপ অনেক দূরবল,0
আবালের ঘরে আবাল এটা কোন নাটক হইছে,0
এটা কেনো নাটক হলোপুরুষরা এরকম হয় কখনো ফালতু নাটক,0
পরথম একটু খারাপ লেগেছিলো লাসট দিয়ে ভালো হইছে,0
বাংলাদেশের নাটক আর নাটক নাই অশলীলতা হইয়া গেছে,0
আপনে একজন করেযিলাভারপরেম করতে করতে ভিতরে ডুইককে গেসেন,0
মোশারফ করিমের সবচেয়ে বজজা নাটকন,0
নিসুর আসল পরিচয় এটাআর তিশা তো সসতা মাল,0
 মিনিটে বালের পোশাক পরছে মেয়েগুলো,0
ভালবাসা অবিরাম  তানজিন তিসা,1
মিথিলা ভালো ছিল তার দেখ থেকে,1
সময় নষট  এম বি নসট  ফালতু পরিচালকের  ফালতু নাটক,0
অনেক সুনদর হইছে নাটক   আফরান নিশো ভাই  দোয়া রইল,1
ফালতু নাটক বানাইছে আচুদা পরিচালক,0
এই ফালতু নাটকের এতো ভিউ কেমনে ভুয়া,0
ভিরি টানা না থাকলে বালো হতো  একটা বলদের মত কাজটা করলো ,0
নামাজকে পরাধানয দিয়েছে এটা অনেক ভালো লেগেছে,1
নামাজ সফলতার বিশাল অধযায়,1
অনেক ভালো একটা দিখ উপসথাপন ,1
ফালতু নাটক যত সব আবালরা এই নাটক গুলা দেখে,0
বুকের উপর ওড়নাটা দিতে কি বেশি সমসযা,0
মিজানুর রহমান আরিয়ান মানে অনয কিছু অসাধারণ,1
এ বছরের সেরা নাটক বাইনচোদ বালের নাটক বানাও,0
নিশো ভাইয়ের ফাসট টু লাসট লুকছিলো,1
বাঙালীদের ভালো করতে যাবেন নাভাল করতে গেলে  নিজেই ছোট হবেন,0
নাটকের শেষ মুহূরতে খুব কষট পেলাম,0
সুনদর একটি নাটক দেয়ার জনয ধনযবাদ,1
এই বছরের সেরা নাটক  বলতে হবে    আপনারা কি বলেন,1
ভালো লাগার মতো একটা নাটক,1
ঐ শালীর ঘরে শালী আললারে নিশু ভাই কি শুনাইলো,0
পলাশ থাকলে নাটক জমে ভালো,1
একদম অশলীলে ভরপুরে নাটকটা,0
এই চেঞজ টা পরথমে  করলে এতো দূর সমসযা হতো না,0
আমার পরিয় অভিনেতা আখম হাসান,1
বাংলাদেশে অনেক বেশি সুনদর নাটক বানাতে পারেন,1
তের নাটক মারে চুদি খানকির পোলারা,0
এইসব ভৃয়া নাটক পরচার থেকে বিরত থাকুন ,0
সবকিছুই ঠিকঠাক ছিল কিনতু শেষটা মেনে নিতে পারলাম না,1
ওমি খানকির ছেলের সব নটকে বাজে কথা থাকে,0
কানে না ধরে জদি কষা একটা থাপপর মারত তাহলে মজা পাইতাম,0
নাটক আসতে আসতে খুব খারাফ হইতেছে সব দোস পরিচালকের,0
হেলমেট বযবহার করলে ভালো মেসেজ পৌছাবে সবার কাছে,1
শিহাব শাহিন মানেই পরতযাশা পুরনকখনোই হতাস করেন না,1
নিশো মানেই ফাটাফাটি সতযিই দারুন,1
সেই রকম গুহুর দেইতে চাই তাকে দিয়েগুহুর,0
শিহাব শাহীন ভাইকে অনেক ধনযবাদ,1
অসাধারণ হিসটরি চোখের পানি ধরে রাখতে পারলাম না,1
অপুরব মানেই অসাধারণ কিছু উপহার,1
আফরান ভাই আপনার নাটক অসাধারণ লাগে মনের মতো অভিনয়,1
এইটা কি তানজিন তিশার  তম বরেকাপ ছিলো,0
এই মেয়টার নাটক দেখলে বতমান মেয়েরা খারাপ হয়েজাবে,0
অসমভব সুনদর একটা নাটক,1
শামীম ভাই এ ধরনের নাটক করলে যুব সমাজ ধংসের পথে যাবে,0
একদম পরিপাটি বেসট নাটক বাংলাদেশের একটি,1
তবে ইরফান সাজজাদের অভিনয়টা বেসট হইসে,1
গলপ টা অনেক সুনদর ছিল ভাইর জনয   রইলো,1
ফালতু কনটেনট ফালটু নাটক,0
ভোদাই মারকা নাটকতাহসানের ফালতু নাটক,0
অামার দেখা অনযতম সেরা একটা নাটক,1
নাটক টা একেবারে খুব খারাপ হইছে,0
তানজিন তিশাকে কুকুরের মত লাগের,0
অসমভব সুনদর নাটক  খুবই ভালো লাগলো,1
এইরকম চুতমারানি বিয়া করার চাইতে সিংগেল মরা ভাল,1
বোকা তানজীন বুজেনা দুদু টিপতে দে নিশো ভাই রে,0
নাটক টা দেখতে চাই ছিলাম কিনতু কমেনট দেখে ভাগছি,0
বাংলা ভিশনের মত চযানেল এ নাটক কেমনে দেখায়,0
ইরফান সাজজাদ এই সময়ের সেরা অভিনেতা,1
এত সুনদর কেরে নাটক ভাই আরো ছাই,1
বলতে হয় অনেক সুনদর একটা নাটক,1
নাটক জগতে  নিশু ই সেরা একমত হলে লাইক,1
এক কথায় অসাধারন একটা নাটকআমার দেখা  নাটক গুলার একটা,1
নাটক টা দেখে মন ভরে গেল,1
আমার জীবনের সবথেকে ফালতু একটা নাটক এইটা,0
সামাজিক নাটক গুলো  আসলেই খুব ভালোলাগে,1
তানজিন তিশা এতো ভালো অভিনয় করে জানা ছিলো না,1
ধূস পুরো ফালতু সটোরি খুব দুরবল,0
এইরকম ফালতু নাটক আর দেখি নাই  ফালতু,0
অপূরব ভাই মানেই নাটক হিট,1
অবশেষে অপেকষা পর দেখলামসতযি অসাধারণ,1
সব মিলিয়ে অসাধারণ  টাংগাইলা,1
অনেক অনেক অনেল ভালো লাগলোলাভ ইউ নিশু ভাই এবং অমি ভাই,1
এই বালের এক ঘেয়ামী নাটক আর কত,0
খুব সুনদর একটা নাটকঅনেক ভালো লাগছে,1
মেয়ে মানেই টাকার লোভী,0
বাল এর নাটক এক লাফে অফিসের বস হা হা হা বাল,0
জমজ  আর কাচচিখোর  এই ঈদের সেরা ফালতু নাটক,0
খানকির পোলারা কি সব বাজে অবসথা,0
অসাধারণ নাটকমন ছুঁয়ে গেলো,1
অসাধারণ একটা নাটক খুবই ভালো লাগলো,1
ফালতু একটা নাটক বানিয়েছে পরিচালক,0
নাটকের শেষে ভালো মিল করতে পারেনি,0
নাটক টা খুব ভালো লাগলো দারুণ খুব ফাইন,1
এতো এতো এতো ভালো লাগছে আমার কাছে এই নাটক টা,1
ছি ছি ছি এগুলো কি বাংলা নাটক,0
হাসান ভাইয়ের নাটক খুব ভালো লাগে,1
আরিয়ান ভাইয়া আপনার শব  নাটক আমার কাছে অনেক ভালোলাগে,1
অসাধারণ একটা নাটক উপহার দিয়েছেন নিশো ভাইয়া অাপনি,1
ভাইয়া এই ধরনের নাটক ই বানান যা সমাজের জনয খুব ই উপকারী,1
বাচচা কি সাথে সাথে দেয়া যাই,1
খুব ভাল লাগলতবে আমার বেলায় একই,1
খানকিমাগি শুয়োর এর বাচচামাগিমাগি,0
নাটক টার ফিনিশিং ভালো হয় নাই,0
পোলা খোর কখন আসবো,0
আমি কি লিখবো ভাষা খোজে পাইনা অসাধারন নাটক,1
এইসব বালসাল মানুষ দেখে কেমনে,0
ভুল আছে একই সরট একবার দিনে আবার রাতে,0
এইগুলা নাটক নাটকের নামে ফাইজলামি,0
এই নাটকের জনয আপনি মেরিলপরথমআলো পুরষকার পাবেন অবশযই,1
নাটকের সমপূরণ সময়টাই উপভোগ করলাম এককথায়  ছিল,1
আমার কাছে নাটকটা তেমন ভালো লাগেনি,0
নাটকটা অনেক ইমোশোনাল হলেও  অনেক সুনদর একটা নাটক,1
অসাধারণ  একটা নাটক বোন টার অভিনয় টা অসাধারণ,1
ওয়াও অপুরব এনড তানজিন তিশা,1
নাটক টা দারুন কিনতু জেরিনের সাথে দেখা হওয়ার দরকার ছিল,1
অসথির একটা নাটক সতযিই চহমেরএক কোনায় পানি চলে এলো,0
আ খ ম হাসান একজন ভাল অভিনেতা তার অভিনয় খুবিই ভালো লাগে,1
নাটকটির শেষ দিকটা দেখে খুব ভালো লাগলো,1
ফালতু নাটকের সরবোৎকৃষট উদাহরণফালতু,0
কলিজা টা শানতি  ধনযবাদ টিম কে ,1
কযামেরা এত ঘুরান কযা চোদার নাটক,0
অসাধারণ চিতরনাটয ধনযবাদ,1
নামাজ এর মযাসেজটা মনোমুগধকর ছিলো ভাই,1
নাটকের মাধযমে চাটুকারিতা শেখানো হচছে,0
বাসতবধরমী একটা নাটকভাল লেগেছে,1
ছাগলি ফারিয়ার অভিনয়ের থিকা উততেজনা বেসি,0
অসাধারণ অসাধারণ হয়েছেধনযবাদ  সবাইকে,1
অপূরবর নাটক আমি সব গুলা দেখিআমার কাছে অনেক ভালো লাগে,1
এ তো সতযি সতযি ঝগড়া আয়,0
অসাধারন একটা নাটক এই নাটকের কোন তুলোনাই হয় না,1
এর মত ফালতু নাটক আমি আমার জীবনেও দেখি নাই,0
মাশাললাহ নাটকে নামাজের  দৃশযটা দেখে খুব ভালো লাগলো,1
এই নাটকটি দেখে অযথায় সময় নষট করলাম,0
তানজিন তিসাকে দেখলে বিরকতি  লাগে  ,0
নাটকের কোন জাত ও না বলদ পরিচালক,0
মেরীল পরথম আলো পুরষকার আপনাদের সিউর,1
এইমাতর দেখলাম এই নাটক টা খুবই ভালো লাগছে,1
এই নাটকের জনয অপেকষা ছিলাম ধনযবাদ,1
খুব ভাল একটা নাটক ভাল লাগল,1
বেশি নেকামিতাই কিছুখন দেখে বাদ দিলাম,0
দুনিয়ার সব থাইকা আচোদা নাটক  আচোদা নমবর ওয়ান,0
অনেক ধনযবাদ এত সুনদর নাটক উপহার দেওয়ার জনয,1
নতুন ধরনের নাটক  খুব ভালো লেগেছে,1
লাভ নিশোশেষ দৃশযটা ভালো লাগছে,1
এক কথায় অসাধারণ লাগছে নাটক টা  আর নামাজের অংশ টা খুব ভাল ছিল,1
আসলেই খুব ভালো লেগেছে,1
এইটা ঠিক না ঘরে বৌ রেখে পরো নারীর সাথে সময় কাঠনো,0
ভাই এটা একটা নাটকফালতু কোন কাহিনিতো নাই,0
যারা ডিজলাইক দিছে ওরা নিশচয় হিরো আলমের ভকত,1
ভাইয়া তো আমাদেরি টাংগাইলের তাই একটু বেশি ভালোবাসি,1
তাহসানের কাছ থেকে এই ধরনের বাজে নাটক আশা করিনিফালতু,0
ভাই আপনার কাছে থেকে এরকম নাটক আসা করি নাই,0
খুব বিশরী ভাষা ছিঃ অশলীল ভাষা,0
ধংস হবে এই সমাজ চিনতার কোন কারণ নেই,0
আফরান নিশোর লুকটা অনেক সুনদর ছিলো,1
অসাধারণ নাটক আমার কাছে অনেক ভালো লাগছে,1
বাজের একটা লিমিট থাকে বাজে বললেও বাজে কে ঘৃণা করা হবে,0
অনেক দিন পর অনেক ভালো একটা নাটক দেখলাম  ,1
খুব ভাল লাগলো বস আরফিন নিশু,1
নাসতিক টারে দেখলে মন খারাপ হয়ে যায়,0
অসাধারন লেগেছেবাট বড় ছেলে এর থেকে বেশী না,1
হায়রে নারী এক ফোনেয় ছেলেটারে পাগল করে দিলি,0
বালের গলপ লিখছে হালায়এইটা কোনো কাহিনী হইলো,0
ধনযবাদ অমি ভাই এত সুনদর একটা মেসেজ দেওয়ার জনয,1
এই রকম নাম না রাখলে বালো হতো,0
নিশো এত ভালো অভিনয় করে যা বলার বাহিরে মাইনড বলোইং,1
পালতু একটা নাটক করছেকোন অরথ নাই,0
বস মোটা হয়ে যাচচ তাই আগের মত ভালো লাগতেছে না,0
অনেক সুনদর একটি নাটকঅনেক ভালো লেগেছে,1
ভাই খুবই ভালো লাগলো তুই বেসট,1
ভাদাইমা টাইপের হয়ে গেছে মোশারফ করিম,0
   একজীবনে সবসময় এরকমি  নাটক চাই কারণ জীবনতো একটাই,1
নাটুক আসলে সেই লাগার মত অপূরব ভাইয়া আর তানজিনা তিশা আপু,1
এইসব বালের নাটক বানায় কোন অটিসটিক,0
সারভিস হোলডা নাটকের পরে আমার কাছে জয়েন ফযামিলিই সেরা,1
সতযি নাটকটি দেখে আমার খুব ভাল লাগলঅসংখয ধনযবাদ,1
আদিখযেতা বেশিততটা ভাল লাগেনি,0
কিছু বলাল নাই অনেক অনেক অসাধারনঅপূব ভাই নাটক অচম,1
এটা ঠিক না নিশো ভাইআপনে তিশা রে  বছর  করসেন ,0
অসাধারণ নাটক বানিয়েছেন  আরিয়ান ভাই,1
অসাধারণ একটা নাটক পরতযেকটা মুহূরত আননদময় ছিল,1
জীবনের পরিয় নাটক গুলার একটা হই গেলোসেই রকম ছিল নাটকটা,1
কি আজব একটা নাটক কোন কূল কিনারা নেই এই নাটকের,0
এমন বাজে নাটকে শামীম ভাই অভিনয় করা মানায় না,0
বৃনদাবন দাশ অসাধারণ সৃষটি,1
এবার পযাঁচ আপ নামে একটা নাটক করেন,0
শুরুটা একটু গোছালো হলে পুরোপুরি সবাদটা পাওয়া যেত,1
ভাই মানে ভাইঅসাধারণ ভালো লাগেছে ভাই,1
শেষ দৃশয টা সতযি অসাধারণ,1
